x,y,z
9.414488,83.528829,-32.861103
9.454252,83.888521,5.558153
27.649569,245.364154,-111.688839
8434.944465,74855.728236,65768.318073
7.473748,66.350923,14.178991
11183.375113,99285.494967,-4162.043996
85.017065,755.039388,-484.055837
26.902104,239.181734,20.317397
22.630495,201.422175,-42.216582
12.931971,115.099909,59.859247
4355.596920,38792.050474,-92066.310861
26.115704,232.781833,22.223898
21.401037,190.804790,-16.137434
32.423228,289.170123,18.110154
59.408945,529.849101,-69.146621
11.781516,105.086232,-138.453221
6.680724,59.605361,-55.473818
21.339661,190.466062,181.342993
31.088101,277.515017,6.631053
4.337884,38.727668,-67.782127
12.854507,114.793560,-111.082464
12.349201,110.339218,-80.237152
11.504398,102.860366,164.736363
28.528542,255.133647,-47.585492
32.672617,292.297210,-0.063369
22.163014,198.313406,-28.781159
33.131073,296.704202,74.454682
37.336417,334.576154,-160.916111
45.825761,410.666650,-222.862632
67.953281,609.707856,-4.138710
16.068603,144.226501,185.212931
36.890126,331.130380,-10.142918
10.542984,94.687599,29.383219
26.437094,237.475757,-164.080235
10.156040,91.297833,36.411629
0.845468,7.604909,52.438897
11.090488,99.818910,10.780845
9741.143135,87713.647249,47025.803713
30.463330,274.442430,36.664371
10.172374,91.677377,-105.914188
29.886622,269.735292,-391.288965
10953.303695,98907.663792,9864.036011
21.435866,193.632384,-520.278000
18.277625,165.184177,-34.714939
10.262661,92.759031,-320.002287
25.629534,231.795176,26.792463
6505.202280,58855.287060,80583.729923
2133.733758,19307.306825,-98095.234764
41.872479,379.277896,-48.207667
24.652886,223.331415,-3.740074
2.678773,24.274054,-10.603017
36.048184,326.789901,54.956117
81.425556,739.062931,360.789897
6.258984,56.814445,-173.299022
19.790452,179.661027,-31.582259
11.891631,108.081805,234.406458
3957.384319,35981.816512,-93218.283651
29.150279,265.094041,-19.165458
11.250763,102.351350,33.700104
22.605413,205.784431,-127.832049
7.467977,67.986087,78.855322
6.989236,63.631005,137.582052
33.487635,304.951091,127.504740
25.201008,229.567368,-0.495220
8.868195,80.790826,-120.500918
5.012052,45.685895,-83.518209
25.564157,233.063608,-90.319194
8.671525,79.099716,40.496180
44.219671,403.597439,-348.024918
3.147335,28.732904,-179.505911
7.585746,69.253123,118.384734
3.264678,29.826590,16.020031
89.418431,817.026643,-86.520168
16.456059,150.474510,-107.868509
53.503643,489.420150,-51.764207
22.836602,208.903839,-347.970533
18.031670,165.041895,74.930510
32.256373,295.460255,83.202456
24.521855,224.727243,-61.173835
48.383731,443.572215,106.408204
23.975099,219.815679,-397.137096
10.342610,94.855797,57.172016
35.907504,329.702779,58.086365
17.676056,162.372881,95.169196
15.671493,143.983298,-9.392776
35.946880,330.271747,-1.563249
10768.403533,98961.767948,9518.926927
36.587658,336.974723,-4.350507
52.686195,485.246114,82.671818
23.903346,220.185221,74.411276
36.491747,336.194507,61.090566
31.791912,293.010906,-12.256026
6.498470,59.904131,-64.492807
3744.839831,34523.981939,-93776.707373
8.344159,76.990476,-50.444321
10724.717134,98978.942834,-9388.789872
10720.045860,98979.056370,-9392.926910
3739.233972,34528.762877,-93775.170826
30.758196,284.030694,43.720682
10714.809969,98979.955565,-9389.424854
23.800930,219.869952,107.048158
17.146477,158.426370,-23.193484
9385.667453,86724.946938,48894.712487
8996.482141,83151.890145,54816.297526
15.733624,145.521891,52.560573
21.986646,203.449778,192.429122
6.544449,60.589432,14.388527
23.186163,214.795362,-166.043629
40.667754,376.871420,-29.793819
43.646531,404.599897,-31.486650
50.584197,469.098632,-44.733371
11.038958,102.386585,176.677586
28.945888,268.481412,-22.857731
30.224473,280.489345,33.464132
32.989506,306.442163,57.221966
14.479332,134.551898,55.883677
76.014147,706.411475,-73.546040
19.763780,183.689595,-185.462521
76.970871,715.582859,637.630727
30.010700,279.006491,-79.078060
44.795396,416.512087,-63.695762
4.367700,40.611063,-26.798930
16.547968,153.903632,69.045457
3220.679223,29954.532507,95353.831635
10.171892,94.637465,74.102823
23.818187,221.624954,86.880179
22.111902,205.824516,-195.743489
27.514021,256.257232,26.289306
9.026410,84.099575,188.037993
39.364146,366.884183,3.192315
43.559976,406.044249,34.586492
19.664118,183.326691,23.529598
38.379371,357.912538,-27.470540
47.177398,440.046200,-40.801695
21.094651,196.816288,25.667950
21.674639,202.455610,-203.941621
28.038177,261.981746,205.997631
40.663624,380.334919,268.424073
50.523720,472.731279,-27.020144
5.392635,50.466007,-256.813129
61.959789,580.357042,-36.499739
4.887025,45.777987,-86.775454
15.115973,141.651530,158.647248
11.646256,109.238698,-9.333282
27.956674,262.229410,-311.530802
0.754786,7.079355,-48.282220
39.480619,370.411435,-21.583692
9863.082243,92579.601944,36492.971379
7.646944,71.805473,-37.784693
5.368215,50.416879,-6.561664
40.834852,384.125991,290.098991
70.925960,667.327367,8.590774
1.589073,14.953382,-29.256535
7406.704319,69706.948510,71316.772357
10003.359256,94158.562018,32157.394211
62.454297,588.252171,13.662703
9892.149574,93181.553130,34919.100653
14.955508,140.954515,48.150048
11.160763,105.237359,233.552515
45.003742,424.534166,-205.812506
51.341930,484.338106,-176.760211
19.603630,185.181895,86.529684
22.919491,216.767809,19.180876
33.399221,316.345972,-74.874954
15.018250,142.257920,-61.023912
8.122898,77.026623,55.262686
22.006872,208.724224,110.014190
46.529751,441.527817,-261.899220
8.367878,79.404231,64.711875
10320.991336,98077.849527,16559.365027
10.737737,102.053290,47.303352
9.140942,86.997225,409.163603
7.762182,73.910403,149.180394
44.897795,427.949543,152.794353
41.034764,391.156756,194.111941
10.965752,104.540266,-113.965604
16.754724,159.797855,-35.150002
30.093742,287.104056,-79.414775
20.469812,195.440919,-59.563891
19.848388,189.671824,-24.756662
40.948930,391.363726,12.567377
16.828121,161.069535,35.714081
8373.519910,80211.375713,59127.145800
10081.497910,96579.371812,-23891.177035
4.806069,46.058381,-25.361557
4.684327,44.918815,44.112839
62.775122,602.666910,-12.712683
34.361849,330.184570,-13.094330
32.838497,315.638139,36.976899
40.210708,386.643460,-38.443480
7.252531,69.782212,77.144072
21.570428,207.688709,207.135896
32.941191,317.221162,-462.495913
8.290092,79.844787,-83.192786
41.114198,396.116285,-11.369733
18.067456,174.414576,142.157592
7.913229,76.398595,-431.818857
7.764619,74.985956,50.954144
13.777241,133.099227,-209.700811
38.316202,370.340117,-847.772869
19.491101,188.673559,-183.413110
5.163463,50.001731,31.415021
35.658857,345.415251,-40.891106
6.416233,62.194007,25.252626
28.764043,279.125479,-49.292780
6.240763,60.579011,29.162352
10223.440789,99308.506850,5770.764738
7.893187,76.717807,37.515649
38.104082,370.399621,337.447941
86.656510,842.504833,-29.336665
1.127296,10.963123,2.207773
8455.952899,82294.580832,56179.167191
6.155227,59.904595,-196.751786
16.952130,165.025260,-429.933852
7.239890,70.505644,-89.987043
9.425618,91.794324,-53.617971
35.403859,344.918427,74.337250
15.172760,147.941457,82.500848
20.800864,202.886563,-141.341183
13.575297,132.421847,186.130899
47.818914,466.614462,-49.836032
7.152051,69.803960,-14.660739
6.969674,68.033482,-76.717331
14.867876,145.147593,-102.397706
19.893729,194.463909,-36.226102
8.644127,84.565341,155.957722
8982.463545,87909.245581,46811.109536
5.555979,54.406791,-200.130899
20.197210,197.956587,9.336884
28.740048,281.779392,192.502488
15.901105,156.097933,-72.179547
44.645738,438.607463,92.389958
30.168324,296.386981,-392.313688
25.170673,247.924242,500.000109
23.832777,234.841808,65.987529
21.615110,212.997296,166.154754
8.329712,82.168295,240.676683
12.350026,121.870389,688.488601
7696.236492,76010.818500,64522.270439
46.177482,456.335634,362.782266
22.557161,223.086225,95.979642
3.576264,35.371090,5.815826
30.249377,299.271280,-449.116587
9.367153,92.685744,-214.866437
31.396807,310.672943,-209.349699
1.725848,17.078035,-19.039164
18.682131,184.871618,338.447901
1.729046,17.116981,61.284520
1.688527,16.730384,-18.652236
8573.136085,84999.394962,51976.958297
9420.846823,93538.996063,-34083.777089
19.267367,191.371081,-69.467393
22.278375,221.293881,49.205270
12.389611,123.146415,-158.124581
23.853901,237.107782,-404.506787
1.075847,10.699992,-36.774049
3.149237,31.331936,11.918348
4.641984,46.225560,14.239412
2.201436,21.926625,28.743317
1.632157,16.256806,-138.902483
11.934169,118.887717,90.186230
24.691187,245.994845,48.213589
24.045513,239.605976,-161.328140
11.924835,118.833592,44.319582
23.489223,234.200184,-48.818912
9245.103589,92179.292626,37649.782316
9.841607,98.250210,175.312225
3.281788,32.763432,29.469713
16.231860,162.183827,-197.087030
6.129467,61.263841,-12.835125
0.301659,3.017555,-18.062272
13.739553,137.333765,70.095350
30.267827,302.574992,211.438801
53.316680,533.168885,-225.629711
25.766178,257.944025,306.738789
11.745372,117.583673,-58.656815
5.588080,56.023295,-51.981492
9857.405707,98850.306465,-11465.097671
9888.025902,99162.080353,8313.168098
5.150440,51.663377,-23.554056
72.864058,731.361955,-21.399380
45.611143,457.954752,-92.800428
2.123613,21.324030,199.251742
4.805436,48.253246,100.108275
23.836298,239.408048,194.849249
3.046310,30.610679,71.416950
85.876487,863.131954,298.845220
3.445310,34.632407,-18.405163
7110.715553,71495.251718,69554.774627
33.650876,338.961487,53.656890
7.178609,72.308795,181.703938
29.105454,293.273795,-88.418920
13.469488,135.772040,151.209675
12.644296,127.583991,17.263687
8.961046,90.426639,55.317465
24.739858,249.657765,-196.170611
36.562369,369.232236,22.950605
4.877612,49.320630,-209.264954
38.466841,389.219870,-385.906786
14.370165,145.504630,155.817176
7.094071,71.840078,-278.140829
9.024069,91.421676,138.730227
39.869974,404.010712,-42.228199
12.041042,122.047663,-132.444633
6.264754,63.578653,137.895327
9.565808,97.084995,96.167799
50.774479,515.636300,-2.174082
32.342041,328.521007,-53.698594
16.943569,172.221227,-104.234953
7.666569,77.985885,59.236070
8.863281,90.192030,-47.347653
24.037086,244.600967,73.067279
1.307132,13.306043,48.835205
20.566834,209.507842,75.704983
62.589393,637.764475,-15.909214
18.045391,183.877500,-41.635057
36.313462,370.514467,159.093529
41.882374,427.390196,-37.073422
15.543913,158.638275,182.262472
4.987145,50.904180,5.476974
9742.350544,99442.090594,4044.406540
29.242764,298.502936,-43.222921
17.445566,178.148253,48.783068
9722.936621,99321.837310,-6374.726410
17.394365,177.693665,76.329880
44.039247,449.967349,18.329050
12.391949,126.637551,49.207351
2.781530,28.444234,73.436881
11.926288,121.959819,-165.819383
4.850893,49.607966,-27.205826
8.736194,89.379094,146.830917
32.282596,330.350189,-14.164562
6.463932,66.195202,-33.477370
9.571476,98.071827,-115.701845
13.356145,137.071165,-96.331163
3.470279,35.622500,-19.586704
46.226199,474.527440,774.036893
1.523058,15.646094,-22.093059
12.438519,127.796223,85.177000
26.037126,267.528506,-3.651276
8.710783,89.630315,-78.732480
27.325712,281.234486,-195.577876
22.255063,229.071511,11.040342
6.292075,64.766882,-91.443955
18.467571,190.354638,11.111720
5563.875910,57350.510677,-81731.035782
9.364667,96.538569,0.537156
24.916367,256.897141,12.349424
22.645803,233.529023,-129.719300
8.179596,84.442619,255.842374
12.253554,126.612805,36.273271
47.517228,491.009518,-41.545528
48.152899,497.604116,8.452312
5.757626,59.508758,-49.816318
34.323535,355.179736,-251.713567
12.341085,127.737402,16.323045
24.453630,253.237182,4.384961
12.991192,134.659185,96.868941
30.750478,318.832602,-589.771387
41.827983,433.890238,180.246439
11.119503,115.542631,195.996743
1.350347,14.036304,68.443869
22.712071,236.075236,31.397834
4.134580,43.000762,-40.232350
14.917935,155.185973,-332.955191
26.562319,276.651762,289.906790
12.511314,130.328624,129.030988
9483.649336,98896.673623,11380.173176
20.695950,215.830271,-57.108912
25.638078,267.590412,-0.864659
46.847580,489.104606,-252.632571
8.459280,88.337887,-78.929943
19.794575,206.781538,-28.284441
19.295637,201.754447,348.588393
15.142074,158.338611,-174.893346
9517.744808,99545.524524,-317.932546
1.682340,17.597708,-18.373972
12.858544,134.646451,-234.834952
7.719352,80.916952,98.718979
15.889261,166.582295,-56.684453
1.193551,12.508582,15.766197
15.120460,158.582058,115.642477
11.266195,118.182404,-115.006717
44.107787,462.923103,-9.490497
25.295062,265.551707,-218.514358
10.327337,108.518479,-7.829591
8.004112,84.160987,-21.614116
46.156166,485.321456,16.920777
41.188463,433.108982,37.557833
12.238713,128.712464,-216.174662
9.242445,97.278014,-119.135208
6959.210282,73268.804083,-67699.717433
3319.810484,35028.187514,93605.581767
19.424959,205.134093,30.747985
20.202165,213.415519,265.573460
11.617807,122.870017,40.425592
22.964873,243.272247,-348.380003
44.400407,470.543062,35.084018
8.969883,95.074492,-173.471103
19.814842,210.111463,-18.629791
6.730475,71.446951,33.451552
47.023647,500.305916,-1.296165
14.480566,154.124308,101.634489
7.736955,82.435453,-45.587147
16.684963,177.834880,212.736630
27.372302,291.999799,-31.673359
6.186011,66.080723,-58.299961
55.102577,588.912245,-758.091262
6.436843,68.813472,-60.717315
5.202940,55.640175,-16.999078
38.059481,407.041473,-47.113446
13.926047,148.950481,88.094492
39.207532,419.442862,352.741132
17.964242,192.221806,123.826377
14.519183,155.383504,56.909481
11.700849,125.272653,-203.477151
20.077709,215.023276,-32.163552
2.066356,22.142956,-17.599688
21.304950,228.324642,-52.699819
5.141981,55.153434,35.255007
9.469986,101.723410,-87.896940
12.219568,131.294423,118.060611
16.325425,175.415744,-64.521690
5.638819,60.614342,170.624833
30.430713,327.196967,-14.922443
8.308395,89.340654,52.272103
14.490152,155.906567,-7.109346
73.685265,793.203924,-244.627074
4.012710,43.215060,-56.538451
7464.102213,80400.831879,58991.468970
16.335009,176.060735,24.970578
3.155320,34.027342,50.186426
7.347891,79.288396,58.181827
31.171287,336.601142,-25.250036
31.103793,336.123582,-81.343393
8.268291,89.450672,63.083720
57.093377,617.710512,31.010316
4.071114,44.062353,-5.600145
44.897527,485.952674,-377.986438
12.653761,137.028513,-173.859254
8966.914654,97111.087289,-22114.049093
22.202468,240.585422,119.492805
16.818938,182.368182,-551.796579
14.595144,158.298121,57.956166
13.502244,146.564722,171.822452
37.103177,402.914466,246.771847
8.656161,94.007164,47.311671
11.759245,127.720241,173.775105
25.003189,271.579254,26.087064
8056.992122,87544.919829,47654.715220
41.302675,449.414817,32.656311
17.617619,191.832240,-29.806338
24.421108,265.971820,-30.418542
17.863544,194.562643,-218.688878
28.177759,307.021857,-14.264549
5.662900,61.715861,62.951555
36.527211,398.285782,-36.360011
15.632534,170.580409,-33.394809
9087.221981,99162.743548,9174.567487
18.824693,205.568289,-197.534733
13.718181,149.804760,117.431292
20.457220,223.439668,-217.514291
3.031397,33.133349,50.002289
8.746994,95.614955,-9.917935
8.090315,88.540543,-147.721486
14.672743,160.647880,41.889835
11.743549,128.632257,-41.548826
5.320389,58.306043,51.542045
24.560545,269.685549,-125.591449
38.330467,420.891434,30.453889
46.204295,507.450634,-429.887783
10.761509,118.191491,20.756921
15.302962,168.086025,-150.663170
7.234377,79.481699,190.112664
49.427713,544.358881,235.666648
6.533215,71.962472,-41.232000
20.199825,222.523924,129.786536
40.748278,449.277090,-145.268406
14.196594,156.593578,-75.020814
77.420422,854.135057,-275.829320
5.489084,60.568228,11.008206
25.553405,282.219831,158.471313
10.360786,114.821340,110.207290
11.147559,123.614381,-59.292996
19.612392,217.587236,45.779608
5.942716,65.948436,-31.219624
59.674823,662.548937,397.986928
8797.323991,97696.761127,-19440.936532
27.338668,303.810643,281.292013
3.755194,41.741432,-17.650642
12.295865,136.755482,8.197094
14.614525,162.565227,65.161204
10.159488,113.039627,7.838317
45.921399,510.984915,104.407493
19.975105,222.681477,128.216465
23.143478,258.050434,-192.178553
7.046169,78.593844,-67.834275
9.360268,104.406794,131.009466
14.689503,163.898134,-28.147512
3.791964,42.319584,-2.646912
7.031830,78.567727,16.772416
25.745183,288.056777,-135.770292
33.726167,377.443744,65.785798
35.968397,402.553338,-114.883925
3.919175,43.900096,-104.044040
62.665546,702.129952,-457.439965
20.617927,231.043128,27.998447
22.086609,247.638500,194.166749
16.342688,183.415956,2.680091
5.885917,66.110037,-44.893180
7.505331,84.415519,-75.896653
7278.392989,81955.459145,-56835.971989
28.050179,316.178659,5.028441
4.913306,55.403098,208.216253
47.599430,536.948315,69.205950
10.410662,117.439977,57.242014
4.360640,49.193408,-4.364797
22.598048,255.030167,-95.395473
17.146362,193.590379,15.072300
14.894430,168.180968,-62.914404
26.221780,296.520342,-169.324922
7.161540,80.986638,14.832622
31.292149,354.071060,93.908871
34.612866,392.042378,10.249061
9.575731,108.527537,-69.754201
9.667592,109.632277,66.716295
4.301042,48.813344,22.048764
8.090095,91.835767,286.749148
1.478776,16.794819,22.290615
7.761035,88.239721,-21.872812
12.080713,137.470345,31.917526
65.668884,747.731687,-43.680720
12.330252,140.475103,-124.822280
7562.490882,86195.881659,50130.617167
34.991093,398.878038,-47.570785
21.354420,243.503030,-144.768444
0.907159,10.361545,-145.614482
3.722328,42.545977,176.053152
21.104630,241.241520,480.008199
3.805786,43.563443,4.642893
37.661858,431.178870,-348.293541
11.756671,134.707329,127.532890
12.196538,139.857816,-71.351810
34.597588,396.777569,-9.910986
8517.461859,97733.333919,19381.648140
15.938669,182.953499,-34.807034
22.940735,263.516868,-517.738426
13.037664,149.761282,-66.063606
2.371635,27.247001,116.301696
35.805265,411.464253,-250.584993
6856.357256,78892.960503,61064.647288
5.526822,63.691080,13.796675
70.182100,808.672539,290.320785
44.087551,508.407948,50.621254
6252.246894,72165.378638,-68942.494405
7.734824,89.286044,16.210361
7.764747,89.748314,-24.223518
4.728040,54.654486,150.574388
27.005253,312.211852,-8.001212
8026.270551,92831.668842,36302.344649
22.963797,266.056205,-313.109581
8591.178504,99621.818405,-1298.056070
14.365234,166.581771,2.837858
4.020920,46.640121,-16.326938
4.465458,51.805115,15.296533
1.924616,22.338191,6.154852
15.191131,176.329432,80.795846
21.267155,246.985060,68.050435
30.453188,353.927758,-21.273343
8561.554142,99542.152199,-4249.676824
44.444439,518.591710,18.833180
7952.514136,92832.276448,36317.020367
57.481192,671.208259,-52.086829
20.828693,243.259581,-101.871503
12.933078,151.130402,104.441449
6.279079,73.556410,138.544422
41.616361,487.727054,-208.143846
10.549604,123.712022,474.211196
7.406836,86.869640,-51.815061
15.787000,185.239135,-34.231639
9.056140,106.272487,9.346598
11.066560,129.880391,140.385273
10.536085,123.702472,-50.553299
7526.154895,88427.452961,46086.251261
16.317616,191.749298,-25.880394
3.761683,44.297332,63.725204
19.727256,232.448290,129.188545
13.753020,162.070940,99.121257
35.293267,416.408704,-20.623315
17.449042,206.304741,-76.581875
24.235210,286.673147,-111.763345
42.432951,502.079129,-34.525348
19.463097,230.411529,237.014790
42.494144,503.436926,314.728388
18.032500,213.643708,26.071468
12.808288,151.788994,199.021963
16.397288,194.352807,-260.883188
3.546438,42.045894,-31.319658
7.599820,90.159217,-120.393692
20.559968,244.074851,-53.089052
30.125993,357.811268,-172.601219
36.710277,436.125193,-106.549633
18.918488,224.809409,-7.651875
20.055919,238.463409,-43.958151
6.517241,77.500524,12.687834
14.357437,170.748118,87.300643
9.386719,111.654206,-60.264501
26.033236,309.679191,146.666831
25.703827,305.924180,234.143607
24.665737,293.811817,91.247475
27.658837,329.668610,-201.952848
22.993110,274.467450,-5.426942
2.674235,31.957177,-19.537382
32.462413,388.085154,-222.319630
66.575788,797.302587,-499.872623
32.644722,391.021672,-77.694111
2.369410,28.408524,-89.187893
27.406791,328.778733,-8.680613
70.760350,849.838128,-57.286622
2938.274794,35292.873471,-93518.873086
4.703769,56.499764,36.672159
15.965998,192.032484,156.338017
7.318085,88.028456,-34.873050
37.197805,447.544557,129.150519
20.194954,243.014822,-4.933650
23.688673,285.184076,-40.495545
15.860708,191.135439,-271.274272
40.465276,487.970170,-23.235561
44.714776,539.299293,289.024467
12.399168,149.547851,386.852662
20.714815,249.845539,-119.618599
6.810890,82.159724,-3.318307
20.121089,242.855982,214.546415
7.514084,90.727053,467.407245
7.240382,87.463590,43.047819
9.531631,115.209535,-216.122514
4.263563,51.558318,23.413587
3.950190,47.774621,0.282592
7.952178,96.177978,79.937367
12.812934,155.037565,134.672825
14.929035,180.692381,97.288667
8205.404976,99461.194773,-6335.776464
18.866154,229.008299,17.035295
4767.380769,57924.974279,-81375.484241
5.739334,69.775187,90.166046
7698.736455,93615.854313,34304.537283
10.260803,124.884017,-204.466797
7.783227,94.763098,-148.911496
8.854374,107.945560,-538.669851
7.986924,97.415212,65.726802
4.990608,60.965045,-30.293610
15.234526,186.249582,55.475059
6.260030,76.528870,-38.037954
21.864781,267.854232,-6.223259
0.594246,7.282002,9.866951
11.313334,138.665678,-98.313875
13.176567,161.561214,91.663454
37.421058,458.915029,18.986535
9.220696,113.106494,64.190290
7869.049878,96546.875043,-24835.035203
34.148414,419.240077,-51.163851
36.001769,442.071576,140.034876
3.824510,46.995617,-33.899001
34.904763,428.950224,-526.833458
19.401928,238.645572,193.252186
3.546737,43.633376,198.059420
24.261443,298.588451,-272.335387
39.747358,489.503750,79.528702
14.821705,182.570382,290.755240
5.424271,66.826081,-115.044857
11.038445,136.054797,9.013894
10.369062,127.820045,-84.561039
32.754400,403.992746,-48.107071
24.182354,298.648571,69.991402
4.206606,51.958309,36.247558
23.131371,285.987826,-91.652795
0.596305,7.376012,9.996908
1239.633479,15338.666513,98808.848888
39.820432,492.722295,388.835227
8.065208,99.849240,73.983444
7.317457,90.671511,-101.921393
10.215266,126.687646,245.267485
2.804946,34.811267,9.497632
12.208821,151.620324,-41.720080
5.701552,70.818557,-20.957018
8.762308,108.856722,-72.771518
9.350673,116.208990,-19.495016
16.037342,199.331914,-13.041176
1.984830,24.682536,-99.856253
7.503164,93.316180,166.299682
7.597906,94.627334,-56.308492
23.798700,296.433983,-11.731293
9.270201,115.527671,-174.693616
7218.235949,89959.220643,43072.446653
5659.555513,70574.417627,-70620.259190
6.439285,80.349848,-4.078401
43.177057,539.344085,-162.594574
22.707909,283.856585,8.830126
10.822535,135.345761,-326.229465
6.198320,77.519391,-356.581942
30.685581,384.097612,-205.469924
7510.856952,94047.675241,33145.464390
12.605721,158.127517,179.080658
5.668227,71.145214,30.104634
2.360434,29.646883,59.122374
2.790536,35.107370,-41.977646
10.338382,130.205823,-28.504809
20.420147,257.637545,127.500033
9.136973,115.375108,87.579166
2.207368,27.883593,-7.825671
24.493192,309.378604,27.087328
17.571603,222.186335,96.108302
21.950156,277.615519,-21.744873
6.754365,85.560758,61.517079
30.765746,389.891036,176.742139
10.120667,128.258069,-290.221436
7162.917152,90783.088496,-41317.350604
5.534233,70.157823,-137.607743
12.122256,153.846817,-197.478861
1.617424,20.529686,5.648073
37.534155,476.634868,270.751255
54.525440,693.163361,-239.183915
5.390812,68.541821,207.233143
3.676728,46.757104,194.835150
7.642117,97.204814,67.807815
7.766107,98.801493,83.929705
2.941876,37.465026,113.259754
40.264438,512.851639,270.891984
7.191993,91.722795,38.411407
14.196600,181.213219,106.214635
4.694335,59.975391,-119.590014
7177.610172,91760.952040,39094.879370
0.442780,5.674935,1.260815
21.005682,269.100603,-62.267367
15.548402,199.194233,-189.658356
10.134744,129.883592,-119.343188
32.272093,414.126649,100.429052
15.159868,194.720527,-115.209040
9.341556,120.093750,74.899578
4.750390,61.105289,7.962312
21.834451,281.080466,-116.050746
18.136268,233.586756,-74.007865
22.327453,287.571776,42.456594
8.360558,107.753065,-74.746219
2.138202,27.576204,-109.556905
27.541466,355.773695,14.751173
5.642592,73.009532,99.016952
30.919392,400.260237,375.142085
7.600545,98.406266,-51.834650
25.890298,335.357665,-257.703857
20.564006,266.408683,152.571579
49.123189,636.779930,-91.276154
9.295254,120.636021,642.297992
1.410939,18.333743,97.587634
7.368548,95.790159,32.495322
10.340876,134.470691,50.727329
37.050453,481.922765,-81.669633
2.633840,34.309648,76.202684
2.437074,31.775270,-38.625232
11.698987,152.619796,-425.812582
6.872956,89.717105,2.316338
11.337096,148.010660,51.077599
11.608649,151.744319,28.311997
4.068030,53.187681,233.211535
18.192333,238.050926,174.735884
1.810302,23.706800,43.449762
15.417830,201.998974,684.954572
7453.374433,97657.899531,-20183.703049
12.553216,164.538323,-0.046384
7470.736245,97999.927722,-18444.572819
11.567870,151.759405,-98.859669
11.489687,150.862692,-46.308444
11.806418,155.314832,-336.024024
16.091319,211.716228,13.663050
4.514469,59.499940,110.373109
2.256975,29.765743,-110.318302
5.972963,78.775888,-354.950862
27.320832,361.065181,264.528738
2.489993,32.913540,-78.287971
6.429251,84.986595,84.133945
7.368483,97.471440,275.574743
8.710348,115.329126,77.247351
2.476228,32.863675,1.542124
55.054184,730.817492,-59.432681
8.004174,106.306351,90.228318
8.695516,115.585164,91.207032
29.070236,386.878116,151.958492
15.474687,205.976955,64.689388
11.905693,158.471378,13.491084
37.221369,495.683915,327.445296
54.163961,721.508020,261.167504
29.518911,393.292158,-266.846968
16.586776,221.128048,-73.601659
14.794241,197.253439,-199.440225
8.092111,107.913983,-76.064396
8.523860,113.714293,80.976854
20.376496,271.901069,26.750560
16.181241,216.264723,-121.849843
19.093301,255.288042,-172.404599
7.782908,104.083627,35.898909
3.697592,49.460941,-5.910953
7132.081157,95480.448573,-28855.109748
32.772116,439.411293,40.378164
4.719879,63.291484,198.887189
7.413655,99.574298,25.226048
8.130525,109.221838,71.983667
1.855006,24.926656,34.730337
1.478664,19.872588,-223.327897
4.736745,63.667422,-8.383789
45.079801,605.913660,-51.370716
7.480864,100.573135,9.707522
16.148987,217.191505,5.672302
10.009009,134.664328,134.337415
12.543499,168.888584,-6.839260
3.248018,43.738967,152.812920
17.715603,238.654033,-50.100627
2.411136,32.499294,49.388560
35.218094,474.773182,-441.595191
18.370678,247.696967,-445.664621
19.443146,262.158013,109.833152
33.737371,455.155788,273.182100
8.160918,110.163955,52.366194
7.109650,96.132789,-68.168911
7335.078721,99215.948663,-10118.900682
7.604841,103.088222,-14.526706
12.075868,163.761103,60.002709
27.269363,370.285633,262.214689
11.839303,160.791355,-4.540777
14.897030,202.711773,29.155423
35.080559,477.655297,-41.878336
24.139174,328.947193,346.617271
4.843670,66.076545,59.022344
39.042759,532.632005,-561.875642
50.390841,687.915420,-455.243479
5494.343747,75134.470996,65761.869308
12.854395,175.948113,154.022464
11.406345,156.294566,-29.645171
5.535275,75.859677,-74.863855
16.957747,232.658396,100.003110
5.582271,76.617292,-108.978886
5.162575,70.984287,-23.893156
24.547481,337.637627,132.776823
5.387396,74.100498,127.161848
8.150310,112.194300,62.869077
10.400799,143.239884,175.479564
50.744824,699.308972,65.767303
4810.141951,66421.054248,74599.638652
1.710310,23.630081,-26.149585
1.368854,18.919887,24.711305
18.110756,250.276465,-297.382700
18.185065,251.502690,-123.773553
3.353331,46.428642,-22.324893
5225.674139,72356.940734,68827.069220
5320.942770,73738.497545,67337.371109
16.892427,234.153875,70.424702
2.932398,40.667927,-33.499973
14.383199,199.538991,65.563997
18.166671,252.153610,-276.337834
24.885985,345.891584,53.427609
0.737186,10.251771,-43.711350
9.791412,136.211641,10.759336
24.948360,347.143819,-44.537150
3.519173,48.984171,88.736478
2849.441259,39701.289450,91737.060670
3.036664,42.355394,-35.535151
29.269261,408.358823,94.486055
7094.194578,99024.352267,11993.750933
16.193304,226.098306,129.571477
23.591907,329.609328,58.383846
9.095504,127.077880,-316.626054
3.332417,46.566437,80.660202
7.585570,106.058923,153.725462
23.069749,322.846829,153.963683
7039.163830,98534.655614,-15536.145457
2831.647939,39696.486796,91739.689917
4.213983,59.097780,-60.995841
6.955027,97.543493,-75.605838
35.623285,499.816242,-210.436138
10.197438,143.170958,10.047566
5.004609,70.309637,-238.560591
15.184220,213.343992,-218.572142
21.557223,303.145091,-4.979328
5.566498,78.384958,-8.598623
19.108567,269.203651,47.172478
11.826876,166.661711,-43.741235
12.423749,175.196459,-68.932518
31.090539,438.522231,222.254748
