x,y,z
50247.373655,1107.140996,-86452.158328
100.680810,2.221163,16.454962
90.215917,1.991622,1.634518
138.849775,3.068332,-1.219378
106.405975,2.369398,194.515247
184.534669,4.118360,-169.539634
25.709064,0.574993,-33.094618
117.843480,2.647088,289.416927
218.461191,4.913562,127.839272
31.359440,0.706612,-61.153028
97.520130,2.197135,98.327847
367.838115,8.293403,-353.460838
86290.123596,1945.560577,50499.795680
98.605218,2.224629,4.129021
7.843761,0.177365,8.064194
103.366449,2.332651,-65.789006
209.813115,4.768932,154.183565
79.103576,1.800895,56.586744
99836.100753,2286.307755,5246.502001
344.421994,7.899295,-177.600816
61.874445,1.418984,-71.554872
5.993342,0.138488,-14.714076
155.939115,3.605442,176.162728
99924.173736,2314.705382,-3130.757445
61.042834,1.420452,158.111111
162.526485,3.782455,-130.977241
178.760670,4.160946,-69.769900
39.287997,0.914841,-3.927804
3.448844,0.081384,-2.633508
380.806306,8.886528,-654.850120
61.667309,1.442795,-94.824539
330.429437,7.743951,51.095219
40.174242,0.941573,-211.737591
196.020876,4.594372,12.356905
88.218225,2.071003,-58.405046
239.947752,5.654420,130.554424
273.332269,6.447390,80.100454
502.547323,11.893710,198.717789
281.768905,6.670292,-18.975640
149.185498,3.542009,-38.376735
16.372766,0.390031,67.139892
140.250537,3.343336,-106.882445
542.581155,12.945303,-504.118410
212.614091,5.076159,-28.624054
24.627491,0.588356,-44.857955
41.856365,1.001171,17.107033
80.365776,1.923431,54.439008
49.932118,1.202741,-8.463501
81761.283213,1974.283075,-57542.981966
84809.801172,2048.740300,-52944.313089
101.720484,2.470069,416.948650
226.985394,5.529733,303.195261
112.229126,2.736369,-122.811107
94.103759,2.298181,-172.005639
193.682205,4.737137,-241.485765
626.154770,15.346762,592.332374
231.483411,5.705430,-374.764360
139.408747,3.444899,204.503844
7.878784,0.195428,8.107843
116.761740,2.894774,114.651249
27.622971,0.686494,44.762378
111.141705,2.764456,26.478222
122.503421,3.055959,-70.637174
553.010044,13.798945,-229.246146
239.194790,5.971711,-65.750698
90143.718482,2250.592809,43232.451356
116.212490,2.908285,-86.897693
121.845809,3.052729,39.227251
36.679269,0.921634,233.541993
94134.742181,2369.036042,-33660.631602
157.561578,3.982248,169.535177
120.343584,3.061145,-158.713472
19.348181,0.494362,97.199790
42.259846,1.078679,-107.600637
69.053220,1.767110,3.335260
29.372878,0.753219,-26.227741
313.784975,8.052211,69.744605
35.256770,0.909757,11.619575
129.600835,3.345085,-33.365994
28.117920,0.726208,-72.560066
35.301584,0.912771,11.525733
261.251462,6.778969,119.479548
94.956723,2.466070,111.699616
169.874311,4.426956,168.393049
57850.588896,1510.393712,-81553.835442
545.499036,14.286200,-620.677206
273.016406,7.151919,-222.248162
316.678230,8.304835,170.407920
472.279195,12.403410,139.513990
230.688412,6.095558,107.200648
44323.466196,1171.572689,89632.904876
59773.922152,1580.524860,80153.478849
55.560892,1.472239,-537.675415
188.849095,5.003641,160.884962
67.632532,1.796425,-41.369512
85.530122,2.289695,14.648130
155.464948,4.162078,0.329573
185.749249,4.986696,-103.642324
27.473691,0.741914,745.762441
226.285548,6.118718,-98.609015
157.089563,4.263908,-5.177873
84010.084292,2286.668349,-54194.805525
97.960904,2.674775,-142.580172
11.238030,0.307211,18.300258
75.949697,2.081957,-157.452257
654.659040,17.950034,-124.674882
218.684380,6.023275,-4.728049
16.837769,0.464410,-19.428440
6.835774,0.188543,-15.244910
132.481323,3.661599,-28.212075
90.057071,2.490669,78.036258
124.466200,3.442545,219.693611
104.640900,2.898493,267.610769
211.364291,5.870229,-96.819145
135.011153,3.780738,-43.984693
78.251436,2.197297,72.370388
115.723206,3.253833,239.438695
56.233237,1.582726,-201.499503
709.077138,19.965669,-213.325502
497.939993,14.036388,-659.448429
109.961845,3.106967,-104.858729
593.289862,16.799708,303.594135
195.385002,5.561797,-77.000355
66.339655,1.890687,6.770993
96.610258,2.768565,92.626393
142.302932,4.094400,77.468059
75.755091,2.180228,-82.952351
126.200848,3.634290,190.852508
90373.946738,2604.652140,-42728.977735
11.948982,0.344882,6.632053
261.650114,7.584730,174.270415
171.508801,4.976067,-125.049148
159.421200,4.634013,-73.089734
335.741780,9.770832,931.384999
41312.432339,1205.001988,91059.491018
55424.959789,1620.101186,83219.283249
187.510486,5.507992,28.562123
725.257734,21.382088,-79.608108
418.203946,12.335821,-161.379060
82.211913,2.429718,-20.124216
168.233766,4.975974,29.886313
110.374627,3.267584,-8.399710
190.979424,5.654286,83.052108
172.118815,5.098753,-488.684647
71155.551762,2111.611275,70231.250531
36.209605,1.080174,-15.457211
85.065238,2.538967,212.419399
221.250329,6.609004,83.022246
224.569559,6.709459,135.692224
460.962888,13.792632,-475.289694
134.097085,4.022414,4.359112
207.235170,6.216370,241.741412
282.958672,8.506932,-228.239902
356.885447,10.732008,-512.974271
54.659772,1.645660,-3.465626
29.715836,0.897936,-17.587873
97.986473,2.963474,-57.982631
289.841217,8.773961,228.207836
183.466576,5.556491,-177.161427
175.756451,5.363680,-149.724318
86.768461,2.648295,190.826255
190.865693,5.826955,262.584052
52.175898,1.596630,33.731272
124.141290,3.810940,52.322198
99527.421885,3058.433040,9216.196617
252.964088,7.776737,-86.258894
114.986869,3.547804,13.871749
106.479713,3.295773,203.711481
15.369649,0.476664,191.321647
92.187297,2.867659,-26.186223
161.475893,5.025299,-95.396593
132.156889,4.114959,-56.223207
144.658459,4.506622,-112.786550
177.293279,5.524280,46.944233
73.080753,2.281202,235.839618
325.480753,10.185561,226.779478
136.678197,4.285499,145.400084
41204.660790,1293.113673,91107.100635
187.128235,5.888652,20.352849
104.985668,3.304887,-182.451117
116.253862,3.659930,-47.058378
18.323567,0.577827,-77.740092
67.614934,2.133680,224.208557
345.337239,10.914719,129.563851
44.053266,1.395256,-39.532069
607.798092,19.305603,-315.182381
59.033489,1.881643,22.631033
167.926569,5.353910,-52.609842
164.257288,5.238368,22.230140
111.627596,3.568554,3.246589
289.281188,9.302869,-442.918943
45.386675,1.461170,-21.520253
112.844394,3.633051,56.169802
766.411541,24.692650,-149.516502
133.381621,4.300737,-27.424986
107.682553,3.489196,-91.951406
78.131689,2.534449,-352.445476
79.818535,2.602133,-118.449911
95423.707875,3118.743205,29742.048000
537.205681,17.633977,386.880362
166.500983,5.466521,75.292829
30.215476,0.994741,-13.345633
79.058559,2.604068,49.444850
53.493409,1.769687,-95.149765
137.642243,4.557871,84.953277
203.663459,6.764881,-388.384244
19.840083,0.659560,-286.669809
84.764370,2.820749,-85.165920
357.775262,11.905331,471.150665
69.003636,2.296501,93.395145
133.229728,4.436217,112.166554
70.540719,2.349949,59.534784
133.398814,4.455692,-312.853752
223.547668,7.480914,4.272102
310.314600,10.388905,-43.201613
82.588147,2.766525,66.999157
50.884457,1.706383,-113.990612
420.655092,14.107625,-629.897898
199.246123,6.705987,-210.409105
99.404676,3.349021,75.455244
183.200416,6.185593,-8.159303
72.358029,2.457783,-30.001634
241.466882,8.217894,-23.204147
211.457831,7.201387,84.393082
194.183307,6.617022,-38.221715
131.047892,4.490215,105.132453
27.626651,0.948824,40.336811
87.276244,3.004737,-7.417490
143.031369,4.939477,-129.560831
154.812576,5.348515,-193.062130
105.298010,3.671245,-26.713408
103.646761,3.614817,-496.906891
251.787245,8.780671,-85.202242
85.187938,2.976287,-11.289703
20.241592,0.707364,-100.437165
180.230718,6.303794,103.439082
161.406180,5.646179,-133.666019
107.309143,3.760705,65.519258
150.211196,5.266301,-86.888609
151.280775,5.305769,-153.406778
79.115753,2.782872,-52.456250
64.583339,2.277363,88.284648
206.287048,7.278828,-116.387014
262.021828,9.260415,22.602811
171.325417,6.102548,104.557569
105.467504,3.759867,309.287907
202.269874,7.236667,-337.690462
153.217964,5.482549,-121.000702
107.535049,3.849023,-296.537973
278.896072,9.984904,-11.929502
83.891231,3.009927,-80.070966
164.816969,5.919110,-194.621071
225.400760,8.095344,128.817646
187.830157,6.759849,170.564300
26.511674,0.957394,-7.021385
413.886964,14.964093,284.591936
97.196752,3.518268,-15.098621
135.418432,4.912932,-86.997504
82.846914,3.020643,-77.155006
269.603279,9.849585,16.220132
86.479223,3.162960,34.830587
223.603225,8.184876,-78.024804
25.974572,0.951042,14.461264
351.138245,12.882933,422.411902
433.131656,15.907844,-672.416469
259.770114,9.550732,-325.636930
38.791217,1.427339,4.502872
336.258764,12.380114,302.527354
217.485753,8.014159,-212.184011
299.103138,11.030900,-403.651514
184.794375,6.818022,-107.059070
20.736513,0.765325,6.512520
112.346863,4.149539,-50.274691
70.080955,2.592545,48.985482
36.040519,1.336761,-83.000769
46.933384,1.742155,60.846502
855.428023,31.796348,-101.955143
99.727530,3.709593,36.851071
279.308522,10.394659,55.198565
166.236542,6.202821,329.379145
550.659574,20.572593,-174.570161
80.463941,3.017217,107.846112
75.400310,2.845945,-267.333499
26.020663,0.986231,19.357659
171.863084,6.541131,-6.674983
47.774130,1.821511,169.119205
120.690549,4.609786,-156.427509
247.189507,9.457821,62.327841
6642.569720,254.307372,-99778.813358
135.861456,5.201333,-94.475544
136.910640,5.247011,-319.047335
114.717311,4.397024,-85.708197
3.197613,0.123498,57.019761
94.152038,3.620365,-101.255430
83.925568,3.228661,11.836385
294.578302,11.341052,-40.890999
133.799231,5.158490,115.745586
117.169626,4.517405,-205.277744
193.852574,7.475353,165.656879
757.606165,29.317301,-362.406065
124.956847,4.838002,59.546878
502.099559,19.443873,6.073010
206.134125,7.992675,-191.818019
648.208153,25.138119,-468.181872
235.447398,9.141767,-96.058456
89639.640277,3491.362512,-44187.614540
78.201430,3.053104,17.786759
12.087555,0.472486,27.763257
126.057778,4.945845,-48.948303
82479.436072,3237.696199,56450.508842
46.205236,1.814328,-38.440576
80.624030,3.167292,95.675799
97.586654,3.835335,52.470284
82.969037,3.274515,27.319281
75.391635,2.975289,-103.855819
115.806563,4.572671,-81.429101
37.599665,1.485229,19.715126
88.772875,3.506297,15.425496
266.991706,10.545478,-120.841944
184.781317,7.302778,77.220559
64.285868,2.541364,-108.272392
44.834822,1.773563,38.789258
20.852074,0.825903,-10.689089
246.369631,9.750740,-132.927276
99.302806,3.932791,36.023735
497.924947,19.768640,-370.766124
225.667036,8.972030,-275.024910
64209.682937,2555.431463,-76619.751938
287.015735,11.456274,-344.355390
101.720160,4.065661,-80.367968
8.600014,0.344589,14.409503
174.010638,6.966351,172.466800
160.768876,6.446264,61.954279
179.780932,7.214338,-110.160435
65.013686,2.609562,64.439194
131.129112,5.275370,119.224115
154.900108,6.232474,-2.035287
48.611605,1.962274,30.966140
46.451322,1.878356,21.957479
22.976100,0.930770,49.472541
147.847156,6.005685,-113.061607
227.305402,9.238247,-379.517589
105.962186,4.310735,-95.107642
49.136161,2.000156,15.537418
18.819015,0.767057,103.790103
68.343305,2.790097,-36.350566
59.570491,2.441949,-51.908741
51959.140743,2129.577863,85414.943607
212.213189,8.707077,54.602653
30.823770,1.266396,-31.665333
140.528362,5.772949,0.176736
146.635169,6.055936,154.048052
64.308504,2.658564,22.307707
231.229512,9.557226,5.025650
618.471453,25.570243,-131.969941
489.247418,20.306760,-87.995384
48.891356,2.030234,-33.143995
143.738132,5.972271,51.111304
288.232886,12.001641,-247.691687
84.213193,3.517881,-189.576124
293.332213,12.271458,-308.030879
98.346333,4.116300,-38.539309
150.541916,6.312934,-191.040697
97.398153,4.084758,188.611330
331.868883,13.919789,166.928921
466.957783,19.589368,588.973192
155.285025,6.546506,-232.096380
84656.434772,3571.236766,-53108.702862
54035.068229,2285.459547,84112.948326
102.632194,4.341543,-206.843551
129.625594,5.485537,-98.889840
34.423962,1.462481,-21.384253
137.144579,5.824925,-8.824812
757.923007,32.335083,560.806159
58.095549,2.488079,-50.357522
128.401659,5.498471,45.211324
87.244488,3.737302,-10.476524
179.970530,7.725969,243.676590
45.925079,1.971928,-30.759738
223.710054,9.627114,412.645103
75.379220,3.245260,11.212898
155.445699,6.693970,31.418175
61.436580,2.647095,-117.112090
223.292787,9.625919,280.204654
209.139023,9.016209,47.216866
34.259993,1.477906,-41.257572
99551.257614,4310.210526,8424.321502
373.807577,16.185173,-16.736949
22.927163,0.995075,-113.716810
181.724237,7.891523,-179.789849
732.660049,31.834560,53.417791
123.794929,5.381791,18.688900
97.242499,4.229080,92.168096
85.890096,3.738394,-187.407090
156.875509,6.839046,-76.161369
87812.539002,3837.295323,-47688.920711
283.526396,12.412847,275.112197
91.778975,4.021883,18.099895
10.551931,0.462380,-77.346312
49.606389,2.175183,-98.712237
103.155363,4.527858,108.391404
100.261397,4.401279,-451.954666
81.960837,3.598363,-12.955892
17.405758,0.765605,-89.646880
36.276413,1.596530,522.299488
266.890909,11.745645,177.086808
14.059541,0.619460,137.402672
58.459502,2.574781,46.404179
496.684327,21.884416,233.926491
149.957733,6.620362,184.090215
376.340072,16.615657,408.330865
116.003646,5.121873,-62.621213
241.134266,10.655660,200.025454
165.099037,7.303220,-44.829420
55.960458,2.475975,-270.504245
101.637053,4.506867,-117.628138
83516.608559,3708.212249,-54874.632180
193.980367,8.616469,-70.609681
80.258288,3.565348,169.546886
370.982522,16.549597,177.338461
49910.812520,2230.437886,86625.261561
304.467044,13.655469,374.821337
304.244434,13.648553,393.405172
59.407076,2.671340,-171.120985
58.005940,2.612349,-5.333956
261.527194,11.785276,271.779391
209.825193,9.475626,-88.159330
260.033407,11.747928,87.855040
95.226421,4.305682,-106.402730
124.033464,5.621547,-117.918634
76.995017,3.491139,-19.193813
101.128546,4.585197,-21.122474
55.485312,2.519944,90.599788
323.590361,14.716220,-34.272929
86092.245536,3919.904268,-50722.377794
153.061869,6.976439,-39.489622
319.937665,14.592597,175.000683
92.203541,4.210289,-314.608957
188.537297,8.622171,45.642070
276.332320,12.648748,352.945281
75.066915,3.439253,20.461374
97.243440,4.456056,150.851030
255.822162,11.773394,167.141659
100.105914,4.620454,129.737986
277.137659,12.800043,474.264377
216.870913,10.048129,-189.515938
43.442834,2.015634,-50.528272
68.885191,3.197833,-139.127019
95606.677204,4439.889041,28976.726167
20.303695,0.943521,-67.425370
103.483924,4.810440,153.911900
64.037985,2.978545,14.588608
339.494729,15.794156,13.654310
122.781621,5.724979,28.881519
56.145806,2.617994,2.017340
135.815534,6.346167,193.395760
105.341111,4.925263,-147.301460
73.137904,3.421562,-16.339167
229.032648,10.753228,367.193642
79.960764,3.758567,-64.289619
126.511569,5.950781,183.200212
306.455242,14.415584,505.969564
245.130340,11.532262,-98.817937
31.334348,1.474991,-105.950999
77.568604,3.651599,59.530222
136.152221,6.409869,-94.947433
675.888272,31.834648,426.803934
93.700600,4.414364,-147.166492
173.464997,8.182159,215.815998
206.684066,9.752121,238.117542
180.467251,8.516998,107.211563
96960.880371,4611.322554,-24027.554638
129.826557,6.179672,-78.762239
41.972181,2.004037,46.849169
73935.719740,3529.841733,-67238.750464
149.370722,7.131514,320.154068
224.315587,10.724525,-8.134840
